method,query,k,ndcg,precision,recall,f1,overlap
Our MiniLM,translation services,500,0.9859,0.996,0.498,0.664,269
Our MiniLM,translation services,1000,0.9926,0.995,0.995,0.995,995
Our MiniLM,legal technology companies,10,0.9463,1.0,0.01,0.0198,0
Our MiniLM,legal technology companies,50,0.9627,1.0,0.05,0.0952,2
Our MiniLM,legal technology companies,100,0.9558,0.98,0.098,0.1782,10
Our MiniLM,legal technology companies,500,0.9811,0.992,0.496,0.6613,283
Our MiniLM,legal technology companies,1000,0.9535,0.949,0.949,0.949,949
Our MiniLM,accounting software providers,10,0.9585,0.9,0.0115,0.0228,0
Our MiniLM,accounting software providers,50,0.9637,0.88,0.0564,0.106,8
Our MiniLM,accounting software providers,100,0.9677,0.85,0.109,0.1932,12
Our MiniLM,accounting software providers,500,0.9415,0.786,0.5038,0.6141,271
Our MiniLM,accounting software providers,1000,0.8476,0.661,0.8474,0.7427,827
Our MiniLM,tax preparation services,10,0.9672,1.0,0.01,0.0198,0
Our MiniLM,tax preparation services,50,0.9703,1.0,0.05,0.0952,6
Our MiniLM,tax preparation services,100,0.9743,1.0,0.1,0.1818,15
Our MiniLM,tax preparation services,500,0.9879,0.998,0.499,0.6653,273
Our MiniLM,tax preparation services,1000,0.9593,0.954,0.954,0.954,954
Our MiniLM,payroll processing companies,10,0.971,1.0,0.01,0.0198,0
Our MiniLM,payroll processing companies,50,0.9769,1.0,0.05,0.0952,16
Our MiniLM,payroll processing companies,100,0.9789,1.0,0.1,0.1818,35
Our MiniLM,payroll processing companies,500,0.9828,0.992,0.496,0.6613,299
Our MiniLM,payroll processing companies,1000,0.9311,0.92,0.92,0.92,920
Our MiniLM,financial planning services,10,0.9686,1.0,0.01,0.0198,0
Our MiniLM,financial planning services,50,0.963,0.98,0.049,0.0933,3
Our MiniLM,financial planning services,100,0.95,0.96,0.096,0.1745,12
Our MiniLM,financial planning services,500,0.8963,0.89,0.445,0.5933,224
Our MiniLM,financial planning services,1000,0.778,0.75,0.75,0.75,750
Our MiniLM,investment management firms,10,0.9565,1.0,0.01,0.0198,0
Our MiniLM,investment management firms,50,0.9342,0.96,0.048,0.0914,3
Our MiniLM,investment management firms,100,0.8999,0.91,0.091,0.1655,18
Our MiniLM,investment management firms,500,0.7252,0.696,0.348,0.464,189
Our MiniLM,investment management firms,1000,0.6112,0.572,0.572,0.572,572
Our MiniLM,wealth management firms,10,0.8749,0.9,0.009,0.0178,0
Our MiniLM,wealth management firms,50,0.9269,0.96,0.048,0.0914,3
Our MiniLM,wealth management firms,100,0.8908,0.9,0.09,0.1636,7
Our MiniLM,wealth management firms,500,0.8488,0.846,0.423,0.564,204
Our MiniLM,wealth management firms,1000,0.7543,0.732,0.732,0.732,732
Our MiniLM,commercial real estate brokers,10,0.9572,1.0,0.01,0.0198,0
Our MiniLM,commercial real estate brokers,50,0.8902,0.9,0.045,0.0857,3
Our MiniLM,commercial real estate brokers,100,0.8275,0.82,0.082,0.1491,17
Our MiniLM,commercial real estate brokers,500,0.6805,0.66,0.33,0.44,210
Our MiniLM,commercial real estate brokers,1000,0.5833,0.55,0.55,0.55,550
Our MiniLM,residential real estate brokers,10,0.9656,1.0,0.01,0.0198,0
Our MiniLM,residential real estate brokers,50,0.956,0.98,0.049,0.0933,1
Our MiniLM,residential real estate brokers,100,0.9353,0.95,0.095,0.1727,7
Our MiniLM,residential real estate brokers,500,0.8637,0.856,0.428,0.5707,244
Our MiniLM,residential real estate brokers,1000,0.7392,0.709,0.709,0.709,709
Our MiniLM,construction equipment manufacturers,10,0.969,1.0,0.01,0.0198,1
Our MiniLM,construction equipment manufacturers,50,0.9596,0.98,0.049,0.0933,4
Our MiniLM,construction equipment manufacturers,100,0.9227,0.93,0.093,0.1691,26
Our MiniLM,construction equipment manufacturers,500,0.7075,0.674,0.337,0.4493,200
Our MiniLM,construction equipment manufacturers,1000,0.5762,0.532,0.532,0.532,532
Our MiniLM,building materials suppliers,10,0.9571,1.0,0.01,0.0198,1
Our MiniLM,building materials suppliers,50,0.9684,1.0,0.05,0.0952,5
Our MiniLM,building materials suppliers,100,0.9731,1.0,0.1,0.1818,16
Our MiniLM,building materials suppliers,500,0.9537,0.958,0.479,0.6387,246
Our MiniLM,building materials suppliers,1000,0.8335,0.808,0.808,0.808,808
Our MiniLM,renewable energy project developers,10,0.8756,0.9,0.009,0.0178,0
Our MiniLM,renewable energy project developers,50,0.9214,0.96,0.048,0.0914,4
Our MiniLM,renewable energy project developers,100,0.9134,0.94,0.094,0.1709,12
Our MiniLM,renewable energy project developers,500,0.8318,0.824,0.412,0.5493,236
Our MiniLM,renewable energy project developers,1000,0.7392,0.713,0.713,0.713,713
Our MiniLM,sustainable agriculture companies,10,0.8374,0.1,0.0161,0.0278,0
Our MiniLM,sustainable agriculture companies,50,0.8235,0.18,0.1452,0.1607,8
Our MiniLM,sustainable agriculture companies,100,0.8306,0.11,0.1774,0.1358,18
Our MiniLM,sustainable agriculture companies,500,0.7145,0.084,0.6774,0.1495,199
Our MiniLM,sustainable agriculture companies,1000,0.6241,0.049,0.7903,0.0923,596
Our MiniLM,vertical farming companies,10,0.9468,0.4,0.04,0.0727,0
Our MiniLM,vertical farming companies,50,0.9467,0.4,0.2,0.2667,13
Our MiniLM,vertical farming companies,100,0.896,0.35,0.35,0.35,35
Our MiniLM,vertical farming companies,500,0.5572,0.144,0.72,0.24,192
Our MiniLM,vertical farming companies,1000,0.4409,0.082,0.82,0.1491,385
Our MiniLM,precision agriculture technology providers,10,0.9556,1.0,0.0202,0.0397,1
Our MiniLM,precision agriculture technology providers,50,0.958,0.86,0.087,0.1581,9
Our MiniLM,precision agriculture technology providers,100,0.9639,0.84,0.17,0.2828,30
Our MiniLM,precision agriculture technology providers,500,0.9436,0.658,0.666,0.662,331
Our MiniLM,precision agriculture technology providers,1000,0.8012,0.441,0.8927,0.5904,767
Our MiniLM,alternative protein manufacturers,10,0.9295,0.3,0.0732,0.1176,0
Our MiniLM,alternative protein manufacturers,50,0.9273,0.2,0.2439,0.2198,11
Our MiniLM,alternative protein manufacturers,100,0.9338,0.18,0.439,0.2553,27
Our MiniLM,alternative protein manufacturers,500,0.8615,0.064,0.7805,0.1183,251
Our MiniLM,alternative protein manufacturers,1000,0.7151,0.038,0.9268,0.073,680
