query_id,k,precision,recall,f1,ndcg
85,100,1.0,0.1,0.18181818181818182,1.0
85,300,1.0,0.3,0.4615384615384615,1.0
85,500,1.0,0.5,0.6666666666666666,1.0
85,1000,0.995,0.995,0.995,0.9958222605970463
86,10,1.0,0.01,0.019801980198019802,1.0
86,50,0.96,0.048,0.09142857142857141,0.9658983973897157
86,100,0.98,0.098,0.17818181818181816,0.9789942084760979
86,300,0.9933333333333333,0.298,0.4584615384615384,0.9907166753855903
86,500,0.992,0.496,0.6613333333333333,0.9905901540921992
86,1000,0.937,0.937,0.937,0.9455048163728891
87,10,1.0,0.01,0.019801980198019802,1.0
87,50,1.0,0.05,0.09523809523809523,1.0
87,100,0.99,0.099,0.18,0.9925682297440553
87,300,0.98,0.294,0.4523076923076923,0.9833327210842023
87,500,0.964,0.482,0.6426666666666666,0.9691855141914201
87,1000,0.884,0.884,0.884,0.9001020008681127
88,10,1.0,0.01,0.019801980198019802,1.0
88,50,1.0,0.05,0.09523809523809523,1.0
88,100,1.0,0.1,0.18181818181818182,1.0
88,300,1.0,0.3,0.4615384615384615,1.0
88,500,1.0,0.5,0.6666666666666666,1.0
88,1000,0.987,0.987,0.987,0.9893374348465843
89,10,1.0,0.01,0.019801980198019802,1.0
89,50,1.0,0.05,0.09523809523809523,1.0
89,100,1.0,0.1,0.18181818181818182,1.0
89,300,1.0,0.3,0.4615384615384615,1.0
89,500,0.988,0.494,0.6586666666666667,0.990220829672334
89,1000,0.935,0.935,0.935,0.9450855460433493
90,10,1.0,0.01,0.019801980198019802,1.0
90,50,0.98,0.049,0.09333333333333334,0.9852259760043575
90,100,0.97,0.097,0.1763636363636364,0.9757506895380201
90,300,0.9566666666666667,0.287,0.4415384615384615,0.9612442617641247
90,500,0.924,0.462,0.616,0.9332385777491952
90,1000,0.813,0.813,0.813,0.8357662636171194
91,10,1.0,0.01,0.019801980198019802,1.0
91,50,1.0,0.05,0.09523809523809523,1.0
91,100,0.99,0.099,0.18,0.9927473355762331
91,300,0.9366666666666666,0.281,0.43230769230769234,0.9476155398203137
91,500,0.89,0.445,0.5933333333333334,0.9059143642234998
91,1000,0.683,0.683,0.683,0.7233415808619383
92,10,1.0,0.01,0.019801980198019802,1.0
92,50,1.0,0.05,0.09523809523809523,1.0
92,100,0.93,0.093,0.16909090909090907,0.9466063084483045
92,300,0.91,0.273,0.42000000000000004,0.9201964787089292
92,500,0.892,0.446,0.5946666666666667,0.9020878803950024
92,1000,0.828,0.828,0.828,0.8439868987697665
93,10,1.0,0.01,0.019801980198019802,1.0
93,50,1.0,0.05,0.09523809523809523,1.0
93,100,1.0,0.1,0.18181818181818182,1.0
93,300,0.98,0.294,0.4523076923076923,0.9839736278555821
93,500,0.932,0.466,0.6213333333333333,0.9431201248098857
93,1000,0.787,0.787,0.787,0.8158224756154662
94,10,1.0,0.01,0.019801980198019802,1.0
94,50,1.0,0.05,0.09523809523809523,1.0
94,100,1.0,0.1,0.18181818181818182,1.0
94,300,0.9766666666666667,0.293,0.45076923076923076,0.981121271490638
94,500,0.954,0.477,0.6359999999999999,0.9614922646202079
94,1000,0.841,0.841,0.841,0.8638870534831353
95,10,1.0,0.01,0.019801980198019802,1.0
95,50,1.0,0.05,0.09523809523809523,1.0
95,100,1.0,0.1,0.18181818181818182,1.0
95,300,1.0,0.3,0.4615384615384615,1.0
95,500,0.996,0.498,0.664,0.9968327923106091
95,1000,0.932,0.932,0.932,0.9436231647270846
96,10,1.0,0.01,0.019801980198019802,1.0
96,50,1.0,0.05,0.09523809523809523,1.0
96,100,1.0,0.1,0.18181818181818182,1.0
96,300,0.9933333333333333,0.298,0.4584615384615384,0.9943515397168068
96,500,0.996,0.498,0.664,0.996207061242122
96,1000,0.97,0.97,0.97,0.9746811111864981
97,10,0.9,0.009,0.01782178217821782,0.914856882358379
97,50,0.9,0.045,0.08571428571428572,0.9108557012778871
97,100,0.92,0.092,0.1672727272727273,0.921575786311347
97,300,0.9133333333333333,0.274,0.42153846153846153,0.9145520121970856
97,500,0.902,0.451,0.6013333333333334,0.9049562810835843
97,1000,0.822,0.822,0.822,0.8368544792493177
98,10,1.0,0.01,0.019801980198019802,1.0
98,50,0.92,0.046,0.08761904761904762,0.9271235847847662
98,100,0.92,0.092,0.1672727272727273,0.9248929875175241
98,300,0.8166666666666667,0.245,0.37692307692307697,0.8367199626471575
98,500,0.754,0.377,0.5026666666666667,0.7795510330362724
98,1000,0.659,0.659,0.659,0.688455380093665
99,10,1.0,0.01,0.019801980198019802,1.0
99,50,1.0,0.05,0.09523809523809523,1.0
99,100,1.0,0.1,0.18181818181818182,1.0
99,300,0.9166666666666666,0.275,0.4230769230769231,0.9341937917075042
99,500,0.802,0.401,0.5346666666666667,0.8354126898934607
99,1000,0.554,0.554,0.554,0.6103511219238832
100,10,1.0,0.01,0.019801980198019802,1.0
100,50,0.98,0.049,0.09333333333333334,0.9858821775362445
100,100,0.99,0.099,0.18,0.9913037507698927
100,300,0.9833333333333333,0.295,0.4538461538461538,0.9851638504639084
100,500,0.98,0.49,0.6533333333333333,0.9818395874886701
100,1000,0.883,0.883,0.883,0.8995742113253274
101,10,1.0,0.01,0.019801980198019802,1.0
101,50,1.0,0.05,0.09523809523809523,1.0
101,100,1.0,0.1,0.18181818181818182,1.0
101,300,0.98,0.294,0.4523076923076923,0.9831647629359431
101,500,0.962,0.481,0.6413333333333333,0.9675513061231742
101,1000,0.835,0.835,0.835,0.8586791316398116
