method,query,k,ndcg,precision,recall,f1,overlap
Istari v1 BM25,alternative protein manufacturers,30,0.2212,0.0333,0.0244,0.0282,0
Istari v1 BM25,alternative protein manufacturers,50,0.2139,0.04,0.0488,0.044,3
Istari v1 BM25,alternative protein manufacturers,100,0.1847,0.02,0.0488,0.0284,4
Istari v1 BM25,alternative protein manufacturers,200,0.1788,0.025,0.122,0.0415,17
Istari v1 BM25,alternative protein manufacturers,500,0.1573,0.018,0.2195,0.0333,56
Istari v1 BM25,alternative protein manufacturers,816,0.161,0.0196,0.3902,0.0373,71
Istari v2 Semantic,software companies,10,0.9776,0.5,0.2273,0.3125,3
Istari v2 Semantic,software companies,30,0.9138,0.3,0.4091,0.3462,12
Istari v2 Semantic,software companies,50,0.8512,0.22,0.5,0.3056,19
Istari v2 Semantic,software companies,100,0.7672,0.13,0.5909,0.2131,34
Istari v2 Semantic,software companies,200,0.6808,0.08,0.7273,0.1441,70
Istari v2 Semantic,software companies,500,0.5444,0.038,0.8636,0.0728,189
Istari v2 Semantic,software companies,816,0.4617,0.0257,0.9545,0.0501,308
Istari v2 Semantic,healthcare providers,10,0.9952,1.0,0.2564,0.4082,5
Istari v2 Semantic,healthcare providers,30,0.9882,0.5333,0.4103,0.4638,16
Istari v2 Semantic,healthcare providers,50,0.9746,0.36,0.4615,0.4045,22
Istari v2 Semantic,healthcare providers,100,0.9584,0.26,0.6667,0.3741,50
Istari v2 Semantic,healthcare providers,200,0.8997,0.15,0.7692,0.251,102
Istari v2 Semantic,healthcare providers,500,0.7079,0.066,0.8462,0.1224,235
Istari v2 Semantic,healthcare providers,816,0.6115,0.0441,0.9231,0.0842,403
Istari v2 Semantic,AI startups in Berlin,10,0.9943,1.0,0.2439,0.3922,7
Istari v2 Semantic,AI startups in Berlin,30,0.9682,0.7333,0.5366,0.6197,20
Istari v2 Semantic,AI startups in Berlin,50,0.9744,0.56,0.6829,0.6154,34
Istari v2 Semantic,AI startups in Berlin,100,0.9764,0.38,0.9268,0.539,72
Istari v2 Semantic,AI startups in Berlin,200,0.9327,0.195,0.9512,0.3237,122
Istari v2 Semantic,AI startups in Berlin,500,0.8032,0.078,0.9512,0.1442,298
Istari v2 Semantic,AI startups in Berlin,816,0.6638,0.0502,1.0,0.0957,452
Istari v2 Semantic,renewable energy companies in Germany,10,0.9901,1.0,0.0146,0.0287,2
Istari v2 Semantic,renewable energy companies in Germany,30,0.99,1.0,0.0437,0.0837,13
Istari v2 Semantic,renewable energy companies in Germany,50,0.9947,1.0,0.0728,0.1357,33
Istari v2 Semantic,renewable energy companies in Germany,100,0.9945,1.0,0.1456,0.2541,74
Istari v2 Semantic,renewable energy companies in Germany,200,0.9945,1.0,0.2911,0.451,152
Istari v2 Semantic,renewable energy companies in Germany,500,0.914,0.822,0.5983,0.6925,363
Istari v2 Semantic,renewable energy companies in Germany,816,0.8044,0.6434,0.7642,0.6986,575
Istari v2 Semantic,companies providing cloud migration services,10,0.9921,1.0,0.0313,0.0608,4
Istari v2 Semantic,companies providing cloud migration services,30,0.9928,1.0,0.094,0.1719,16
Istari v2 Semantic,companies providing cloud migration services,50,0.9928,1.0,0.1567,0.271,31
Istari v2 Semantic,companies providing cloud migration services,100,0.9945,0.97,0.3041,0.463,67
Istari v2 Semantic,companies providing cloud migration services,200,0.9933,0.825,0.5172,0.6358,134
Istari v2 Semantic,companies providing cloud migration services,500,0.9144,0.52,0.815,0.6349,345
Istari v2 Semantic,companies providing cloud migration services,816,0.8176,0.3627,0.9279,0.5216,566
Istari v2 Semantic,B2B SaaS platforms,10,0.9953,1.0,0.0339,0.0656,7
Istari v2 Semantic,B2B SaaS platforms,30,0.9963,1.0,0.1017,0.1846,24
Istari v2 Semantic,B2B SaaS platforms,50,0.995,1.0,0.1695,0.2899,33
Istari v2 Semantic,B2B SaaS platforms,100,0.9888,0.95,0.322,0.481,77
Istari v2 Semantic,B2B SaaS platforms,200,0.9752,0.8,0.5424,0.6465,133
Istari v2 Semantic,B2B SaaS platforms,500,0.9151,0.506,0.8576,0.6365,340
Istari v2 Semantic,B2B SaaS platforms,816,0.8214,0.3346,0.9254,0.4914,590
Istari v2 Semantic,machine learning companies,10,0.9903,0.4,0.8,0.5333,6
Istari v2 Semantic,machine learning companies,30,0.9895,0.1667,1.0,0.2857,17
Istari v2 Semantic,machine learning companies,50,0.9491,0.1,1.0,0.1818,28
Istari v2 Semantic,machine learning companies,100,0.9258,0.05,1.0,0.0952,52
Istari v2 Semantic,machine learning companies,200,0.8001,0.025,1.0,0.0488,92
Istari v2 Semantic,machine learning companies,500,0.619,0.01,1.0,0.0198,235
Istari v2 Semantic,machine learning companies,816,0.5333,0.0061,1.0,0.0122,389
Istari v2 Semantic,IoT solution providers,10,0.989,1.0,0.01,0.0198,4
Istari v2 Semantic,IoT solution providers,30,0.9908,1.0,0.03,0.0583,16
Istari v2 Semantic,IoT solution providers,50,0.9897,1.0,0.05,0.0952,24
Istari v2 Semantic,IoT solution providers,100,0.9596,0.96,0.096,0.1745,44
Istari v2 Semantic,IoT solution providers,200,0.93,0.925,0.185,0.3083,95
Istari v2 Semantic,IoT solution providers,500,0.8323,0.81,0.405,0.54,300
Istari v2 Semantic,IoT solution providers,816,0.7338,0.6973,0.569,0.6267,511
Istari v2 Semantic,enterprise software vendors,10,0.992,1.0,0.01,0.0198,2
Istari v2 Semantic,enterprise software vendors,30,0.9967,1.0,0.03,0.0583,27
Istari v2 Semantic,enterprise software vendors,50,0.9962,1.0,0.05,0.0952,42
Istari v2 Semantic,enterprise software vendors,100,0.9966,1.0,0.1,0.1818,82
Istari v2 Semantic,enterprise software vendors,200,0.9922,0.995,0.199,0.3317,144
Istari v2 Semantic,enterprise software vendors,500,0.8442,0.814,0.407,0.5427,317
Istari v2 Semantic,enterprise software vendors,816,0.7107,0.6618,0.54,0.5947,484
Istari v2 Semantic,small consulting firms,10,0.9927,0.9,0.2143,0.3462,5
Istari v2 Semantic,small consulting firms,30,0.9922,0.6333,0.4524,0.5278,17
Istari v2 Semantic,small consulting firms,50,0.9764,0.44,0.5238,0.4783,24
Istari v2 Semantic,small consulting firms,100,0.9357,0.25,0.5952,0.3521,39
Istari v2 Semantic,small consulting firms,200,0.8385,0.145,0.6905,0.2397,73
Istari v2 Semantic,small consulting firms,500,0.6582,0.066,0.7857,0.1218,210
Istari v2 Semantic,small consulting firms,816,0.5431,0.0466,0.9048,0.0886,352
Istari v2 Semantic,tech companies in Munich,10,0.9927,0.9,0.225,0.36,6
Istari v2 Semantic,tech companies in Munich,30,0.9933,0.7,0.525,0.6,19
Istari v2 Semantic,tech companies in Munich,50,0.9781,0.52,0.65,0.5778,28
Istari v2 Semantic,tech companies in Munich,100,0.9746,0.31,0.775,0.4429,53
Istari v2 Semantic,tech companies in Munich,200,0.9262,0.165,0.825,0.275,107
Istari v2 Semantic,tech companies in Munich,500,0.7852,0.078,0.975,0.1444,265
Istari v2 Semantic,tech companies in Munich,816,0.6541,0.049,1.0,0.0935,440
Istari v2 Semantic,manufacturing in Baden-Württemberg,10,0.9935,1.0,0.1818,0.3077,7
Istari v2 Semantic,manufacturing in Baden-Württemberg,30,0.9964,1.0,0.5455,0.7059,20
Istari v2 Semantic,manufacturing in Baden-Württemberg,50,0.9799,0.76,0.6909,0.7238,38
Istari v2 Semantic,manufacturing in Baden-Württemberg,100,0.9711,0.46,0.8364,0.5935,68
Istari v2 Semantic,manufacturing in Baden-Württemberg,200,0.9143,0.255,0.9273,0.4,116
Istari v2 Semantic,manufacturing in Baden-Württemberg,500,0.768,0.11,1.0,0.1982,281
Istari v2 Semantic,manufacturing in Baden-Württemberg,816,0.6648,0.0674,1.0,0.1263,465
Istari v2 Semantic,e-commerce platforms,10,0.9912,1.0,0.01,0.0198,4
Istari v2 Semantic,e-commerce platforms,30,0.9908,1.0,0.03,0.0583,12
Istari v2 Semantic,e-commerce platforms,50,0.9211,0.9,0.045,0.0857,16
Istari v2 Semantic,e-commerce platforms,100,0.9332,0.93,0.093,0.1691,36
Istari v2 Semantic,e-commerce platforms,200,0.876,0.86,0.172,0.2867,111
Istari v2 Semantic,e-commerce platforms,500,0.6815,0.632,0.316,0.4213,302
Istari v2 Semantic,e-commerce platforms,816,0.5447,0.4853,0.396,0.4361,394
Istari v2 Semantic,pharmaceutical companies,10,0.9906,1.0,0.01,0.0198,4
Istari v2 Semantic,pharmaceutical companies,30,0.99,1.0,0.03,0.0583,11
Istari v2 Semantic,pharmaceutical companies,50,0.9909,1.0,0.05,0.0952,20
Istari v2 Semantic,pharmaceutical companies,100,0.9676,0.97,0.097,0.1764,43
Istari v2 Semantic,pharmaceutical companies,200,0.8461,0.815,0.163,0.2717,91
Istari v2 Semantic,pharmaceutical companies,500,0.6542,0.602,0.301,0.4013,223
Istari v2 Semantic,pharmaceutical companies,816,0.5749,0.5257,0.429,0.4725,370
Istari v2 Semantic,logistics companies in the US,10,0.9917,1.0,0.0147,0.029,6
Istari v2 Semantic,logistics companies in the US,30,0.995,1.0,0.0442,0.0846,19
Istari v2 Semantic,logistics companies in the US,50,0.9932,0.96,0.0707,0.1317,30
Istari v2 Semantic,logistics companies in the US,100,0.9705,0.92,0.1355,0.2362,57
Istari v2 Semantic,logistics companies in the US,200,0.8479,0.72,0.2121,0.3276,92
Istari v2 Semantic,logistics companies in the US,500,0.6504,0.494,0.3638,0.419,210
Istari v2 Semantic,logistics companies in the US,816,0.5463,0.3995,0.4801,0.4361,359
Istari v2 Semantic,data analytics companies,10,0.9975,1.0,0.01,0.0198,6
Istari v2 Semantic,data analytics companies,30,0.9941,1.0,0.03,0.0583,16
Istari v2 Semantic,data analytics companies,50,0.9946,1.0,0.05,0.0952,28
Istari v2 Semantic,data analytics companies,100,0.9951,1.0,0.1,0.1818,66
Istari v2 Semantic,data analytics companies,200,0.9876,0.99,0.198,0.33,138
Istari v2 Semantic,data analytics companies,500,0.8894,0.868,0.434,0.5787,331
Istari v2 Semantic,data analytics companies,816,0.7648,0.723,0.59,0.6498,532
Istari v2 Semantic,cybersecurity firms,10,0.9299,0.9,0.009,0.0178,3
Istari v2 Semantic,cybersecurity firms,30,0.9335,0.9333,0.028,0.0544,14
Istari v2 Semantic,cybersecurity firms,50,0.9182,0.92,0.046,0.0876,18
Istari v2 Semantic,cybersecurity firms,100,0.8717,0.86,0.086,0.1564,33
Istari v2 Semantic,cybersecurity firms,200,0.8027,0.78,0.156,0.26,61
Istari v2 Semantic,cybersecurity firms,500,0.6347,0.592,0.296,0.3947,213
Istari v2 Semantic,cybersecurity firms,816,0.5503,0.5049,0.412,0.4537,373
Istari v2 Semantic,financial services companies,10,0.9909,1.0,0.01,0.0198,3
Istari v2 Semantic,financial services companies,30,0.9898,1.0,0.03,0.0583,12
Istari v2 Semantic,financial services companies,50,0.9904,1.0,0.05,0.0952,17
Istari v2 Semantic,financial services companies,100,0.9856,0.99,0.099,0.18,55
Istari v2 Semantic,financial services companies,200,0.9611,0.96,0.192,0.32,109
Istari v2 Semantic,financial services companies,500,0.8476,0.824,0.412,0.5493,303
Istari v2 Semantic,financial services companies,816,0.7515,0.7145,0.583,0.6421,526
Istari v2 Semantic,retail chains in Europe,10,0.994,1.0,0.1695,0.2899,6
Istari v2 Semantic,retail chains in Europe,30,0.9923,0.8333,0.4237,0.5618,20
Istari v2 Semantic,retail chains in Europe,50,0.9904,0.64,0.5424,0.5872,29
Istari v2 Semantic,retail chains in Europe,100,0.9819,0.43,0.7288,0.5409,56
Istari v2 Semantic,retail chains in Europe,200,0.9658,0.24,0.8136,0.3707,90
Istari v2 Semantic,retail chains in Europe,500,0.8439,0.114,0.9661,0.2039,301
Istari v2 Semantic,retail chains in Europe,816,0.7453,0.0711,0.9831,0.1326,534
Istari v2 Semantic,construction companies,10,0.988,1.0,0.01,0.0198,2
Istari v2 Semantic,construction companies,30,0.9437,0.9333,0.028,0.0544,8
Istari v2 Semantic,construction companies,50,0.8888,0.86,0.043,0.0819,14
Istari v2 Semantic,construction companies,100,0.8235,0.79,0.079,0.1436,27
Istari v2 Semantic,construction companies,200,0.7218,0.68,0.136,0.2267,61
Istari v2 Semantic,construction companies,500,0.5246,0.47,0.235,0.3133,165
Istari v2 Semantic,construction companies,816,0.4687,0.4228,0.345,0.38,307
Istari v2 Semantic,marketing agencies,10,0.9896,1.0,0.01,0.0198,2
Istari v2 Semantic,marketing agencies,30,0.9623,0.9667,0.029,0.0563,7
Istari v2 Semantic,marketing agencies,50,0.9559,0.96,0.048,0.0914,16
Istari v2 Semantic,marketing agencies,100,0.9257,0.92,0.092,0.1673,44
Istari v2 Semantic,marketing agencies,200,0.8831,0.87,0.174,0.29,92
Istari v2 Semantic,marketing agencies,500,0.7407,0.706,0.353,0.4707,255
Istari v2 Semantic,marketing agencies,816,0.6244,0.5784,0.472,0.5198,423
Istari v2 Semantic,human resources software,10,0.9948,1.0,0.01,0.0198,6
Istari v2 Semantic,human resources software,30,0.9954,1.0,0.03,0.0583,20
Istari v2 Semantic,human resources software,50,0.9961,1.0,0.05,0.0952,33
Istari v2 Semantic,human resources software,100,0.9953,1.0,0.1,0.1818,60
Istari v2 Semantic,human resources software,200,0.9917,0.995,0.199,0.3317,128
Istari v2 Semantic,human resources software,500,0.9551,0.948,0.474,0.632,369
Istari v2 Semantic,human resources software,816,0.8474,0.8186,0.668,0.7357,604
Istari v2 Semantic,supply chain management companies,10,0.9929,1.0,0.0229,0.0447,5
Istari v2 Semantic,supply chain management companies,30,0.994,1.0,0.0686,0.1285,19
Istari v2 Semantic,supply chain management companies,50,0.993,1.0,0.1144,0.2053,27
Istari v2 Semantic,supply chain management companies,100,0.9921,0.97,0.222,0.3613,47
Istari v2 Semantic,supply chain management companies,200,0.9475,0.805,0.3684,0.5055,108
Istari v2 Semantic,supply chain management companies,500,0.8224,0.552,0.6316,0.5891,292
Istari v2 Semantic,supply chain management companies,816,0.7047,0.4167,0.778,0.5427,482
Istari v2 Semantic,solar panel manufacturers,10,0.9944,1.0,0.01,0.0198,8
Istari v2 Semantic,solar panel manufacturers,30,0.9932,1.0,0.03,0.0583,16
Istari v2 Semantic,solar panel manufacturers,50,0.9927,1.0,0.05,0.0952,24
Istari v2 Semantic,solar panel manufacturers,100,0.9786,0.98,0.098,0.1782,62
Istari v2 Semantic,solar panel manufacturers,200,0.942,0.935,0.187,0.3117,118
Istari v2 Semantic,solar panel manufacturers,500,0.7953,0.762,0.381,0.508,281
Istari v2 Semantic,solar panel manufacturers,816,0.6693,0.6213,0.507,0.5584,449
Istari v2 Semantic,agricultural technology companies,10,0.9964,1.0,0.012,0.0237,7
Istari v2 Semantic,agricultural technology companies,30,0.9949,1.0,0.036,0.0694,19
Istari v2 Semantic,agricultural technology companies,50,0.9919,1.0,0.06,0.1131,26
Istari v2 Semantic,agricultural technology companies,100,0.984,0.98,0.1175,0.2099,47
Istari v2 Semantic,agricultural technology companies,200,0.9261,0.875,0.2098,0.3385,99
Istari v2 Semantic,agricultural technology companies,500,0.7598,0.662,0.3969,0.4963,269
Istari v2 Semantic,agricultural technology companies,816,0.6538,0.538,0.5264,0.5321,436
Istari v2 Semantic,electric vehicle manufacturers,10,0.9952,1.0,0.01,0.0198,6
Istari v2 Semantic,electric vehicle manufacturers,30,0.9926,1.0,0.03,0.0583,16
Istari v2 Semantic,electric vehicle manufacturers,50,0.993,1.0,0.05,0.0952,27
Istari v2 Semantic,electric vehicle manufacturers,100,0.9931,1.0,0.1,0.1818,58
Istari v2 Semantic,electric vehicle manufacturers,200,0.9707,0.97,0.194,0.3233,117
Istari v2 Semantic,electric vehicle manufacturers,500,0.8992,0.884,0.442,0.5893,338
Istari v2 Semantic,electric vehicle manufacturers,816,0.8182,0.7892,0.644,0.7093,584
Istari v2 Semantic,biotech companies,10,0.9927,1.0,0.0239,0.0467,6
Istari v2 Semantic,biotech companies,30,0.9937,1.0,0.0718,0.1339,19
Istari v2 Semantic,biotech companies,50,0.9945,1.0,0.1196,0.2137,27
Istari v2 Semantic,biotech companies,100,0.995,0.96,0.2297,0.3707,72
Istari v2 Semantic,biotech companies,200,0.9555,0.84,0.4019,0.5437,121
Istari v2 Semantic,biotech companies,500,0.8437,0.566,0.677,0.6166,307
Istari v2 Semantic,biotech companies,816,0.7545,0.4191,0.8182,0.5543,526
Istari v2 Semantic,digital transformation consultants,10,0.9962,1.0,0.01,0.0198,8
Istari v2 Semantic,digital transformation consultants,30,0.9969,1.0,0.03,0.0583,23
Istari v2 Semantic,digital transformation consultants,50,0.9973,1.0,0.05,0.0952,36
Istari v2 Semantic,digital transformation consultants,100,0.996,1.0,0.1,0.1818,63
Istari v2 Semantic,digital transformation consultants,200,0.9805,0.98,0.196,0.3267,120
Istari v2 Semantic,digital transformation consultants,500,0.8679,0.844,0.422,0.5627,317
Istari v2 Semantic,digital transformation consultants,816,0.7553,0.7157,0.584,0.6432,514
Istari v2 Semantic,cloud computing providers,10,0.9834,1.0,0.01,0.0198,1
Istari v2 Semantic,cloud computing providers,30,0.9861,1.0,0.03,0.0583,5
Istari v2 Semantic,cloud computing providers,50,0.9885,1.0,0.05,0.0952,11
Istari v2 Semantic,cloud computing providers,100,0.9546,0.95,0.095,0.1727,24
Istari v2 Semantic,cloud computing providers,200,0.7389,0.68,0.136,0.2267,54
Istari v2 Semantic,cloud computing providers,500,0.4431,0.36,0.18,0.24,117
Istari v2 Semantic,cloud computing providers,816,0.3343,0.261,0.213,0.2346,174
Istari v2 Semantic,mobile app development companies,10,0.9902,1.0,0.01,0.0198,5
Istari v2 Semantic,mobile app development companies,30,0.9938,1.0,0.03,0.0583,18
Istari v2 Semantic,mobile app development companies,50,0.9942,1.0,0.05,0.0952,28
Istari v2 Semantic,mobile app development companies,100,0.9865,0.99,0.099,0.18,63
Istari v2 Semantic,mobile app development companies,200,0.9777,0.98,0.196,0.3267,116
Istari v2 Semantic,mobile app development companies,500,0.8766,0.856,0.428,0.5707,308
Istari v2 Semantic,mobile app development companies,816,0.7782,0.7426,0.606,0.6674,547
Istari v2 Semantic,web design agencies,10,0.9953,1.0,0.01,0.0198,8
Istari v2 Semantic,web design agencies,30,0.9935,1.0,0.03,0.0583,17
Istari v2 Semantic,web design agencies,50,0.9511,0.94,0.047,0.0895,23
Istari v2 Semantic,web design agencies,100,0.9212,0.91,0.091,0.1655,35
Istari v2 Semantic,web design agencies,200,0.9088,0.9,0.18,0.3,116
Istari v2 Semantic,web design agencies,500,0.7506,0.714,0.357,0.476,253
Istari v2 Semantic,web design agencies,816,0.6256,0.576,0.47,0.5176,427
Istari v2 Semantic,SEO companies,10,0.9945,1.0,0.01,0.0198,5
Istari v2 Semantic,SEO companies,30,0.9697,0.9667,0.029,0.0563,11
Istari v2 Semantic,SEO companies,50,0.9481,0.94,0.047,0.0895,19
Istari v2 Semantic,SEO companies,100,0.8988,0.88,0.088,0.16,34
Istari v2 Semantic,SEO companies,200,0.8391,0.815,0.163,0.2717,80
Istari v2 Semantic,SEO companies,500,0.7152,0.68,0.34,0.4533,248
Istari v2 Semantic,SEO companies,816,0.6153,0.5723,0.467,0.5143,408
Istari v2 Semantic,social media marketing agencies,10,0.9925,1.0,0.01,0.0198,5
Istari v2 Semantic,social media marketing agencies,30,0.9934,1.0,0.03,0.0583,17
Istari v2 Semantic,social media marketing agencies,50,0.9941,1.0,0.05,0.0952,30
Istari v2 Semantic,social media marketing agencies,100,0.9947,1.0,0.1,0.1818,64
Istari v2 Semantic,social media marketing agencies,200,0.9829,0.985,0.197,0.3283,135
Istari v2 Semantic,social media marketing agencies,500,0.8318,0.8,0.4,0.5333,302
Istari v2 Semantic,social media marketing agencies,816,0.6966,0.6471,0.528,0.5815,475
Istari v2 Semantic,venture capital firms,10,0.9948,1.0,0.01,0.0198,5
Istari v2 Semantic,venture capital firms,30,0.994,1.0,0.03,0.0583,13
Istari v2 Semantic,venture capital firms,50,0.9945,1.0,0.05,0.0952,32
Istari v2 Semantic,venture capital firms,100,0.9933,1.0,0.1,0.1818,66
Istari v2 Semantic,venture capital firms,200,0.9644,0.965,0.193,0.3217,99
Istari v2 Semantic,venture capital firms,500,0.8573,0.834,0.417,0.556,305
Istari v2 Semantic,venture capital firms,816,0.7426,0.7022,0.573,0.6311,510
Istari v2 Semantic,private equity firms,10,0.9854,1.0,0.01,0.0198,1
Istari v2 Semantic,private equity firms,30,0.9919,1.0,0.03,0.0583,13
Istari v2 Semantic,private equity firms,50,0.9923,1.0,0.05,0.0952,27
Istari v2 Semantic,private equity firms,100,0.9849,0.99,0.099,0.18,57
Istari v2 Semantic,private equity firms,200,0.9887,0.995,0.199,0.3317,119
Istari v2 Semantic,private equity firms,500,0.9154,0.902,0.451,0.6013,330
Istari v2 Semantic,private equity firms,816,0.7962,0.761,0.621,0.6839,563
Istari v2 Semantic,investment banks,10,0.9951,1.0,0.0262,0.051,4
Istari v2 Semantic,investment banks,30,0.9944,1.0,0.0785,0.1456,16
Istari v2 Semantic,investment banks,50,0.9945,0.98,0.1283,0.2269,29
Istari v2 Semantic,investment banks,100,0.9951,0.99,0.2592,0.4108,60
Istari v2 Semantic,investment banks,200,0.9955,0.955,0.5,0.6564,136
Istari v2 Semantic,investment banks,500,0.9691,0.642,0.8403,0.7279,376
Istari v2 Semantic,investment banks,816,0.8192,0.4338,0.9267,0.591,590
Istari v2 Semantic,insurance companies,10,0.9833,1.0,0.01,0.0198,0
Istari v2 Semantic,insurance companies,30,0.8965,0.8667,0.026,0.0505,5
Istari v2 Semantic,insurance companies,50,0.8098,0.76,0.038,0.0724,8
Istari v2 Semantic,insurance companies,100,0.6536,0.58,0.058,0.1055,14
Istari v2 Semantic,insurance companies,200,0.5045,0.43,0.086,0.1433,28
Istari v2 Semantic,insurance companies,500,0.3578,0.3,0.15,0.2,78
Istari v2 Semantic,insurance companies,816,0.297,0.2488,0.203,0.2236,163
Istari v2 Semantic,real estate developers,10,0.9913,1.0,0.01,0.0198,3
Istari v2 Semantic,real estate developers,30,0.9684,0.9667,0.029,0.0563,11
Istari v2 Semantic,real estate developers,50,0.9474,0.94,0.047,0.0895,23
Istari v2 Semantic,real estate developers,100,0.9347,0.93,0.093,0.1691,45
Istari v2 Semantic,real estate developers,200,0.8601,0.84,0.168,0.28,87
Istari v2 Semantic,real estate developers,500,0.7001,0.66,0.33,0.44,236
Istari v2 Semantic,real estate developers,816,0.6087,0.5637,0.46,0.5066,408
Istari v2 Semantic,property management companies,10,0.9895,1.0,0.01,0.0198,5
Istari v2 Semantic,property management companies,30,0.9888,1.0,0.03,0.0583,14
Istari v2 Semantic,property management companies,50,0.9909,1.0,0.05,0.0952,28
Istari v2 Semantic,property management companies,100,0.9682,0.97,0.097,0.1764,47
Istari v2 Semantic,property management companies,200,0.8727,0.85,0.17,0.2833,96
Istari v2 Semantic,property management companies,500,0.6703,0.62,0.31,0.4133,230
Istari v2 Semantic,property management companies,816,0.5622,0.5074,0.414,0.4559,374
Istari v2 Semantic,hospital management companies,10,0.988,0.8,0.3478,0.4848,4
Istari v2 Semantic,hospital management companies,30,0.9919,0.5,0.6522,0.566,20
Istari v2 Semantic,hospital management companies,50,0.9905,0.32,0.6957,0.4384,33
Istari v2 Semantic,hospital management companies,100,0.975,0.2,0.8696,0.3252,55
Istari v2 Semantic,hospital management companies,200,0.9048,0.105,0.913,0.1883,110
Istari v2 Semantic,hospital management companies,500,0.6781,0.042,0.913,0.0803,239
Istari v2 Semantic,hospital management companies,816,0.558,0.027,0.9565,0.0524,373
Istari v2 Semantic,medical device manufacturers,10,0.9924,1.0,0.01,0.0198,3
Istari v2 Semantic,medical device manufacturers,30,0.9938,1.0,0.03,0.0583,16
Istari v2 Semantic,medical device manufacturers,50,0.9931,1.0,0.05,0.0952,29
Istari v2 Semantic,medical device manufacturers,100,0.9859,0.99,0.099,0.18,55
Istari v2 Semantic,medical device manufacturers,200,0.9694,0.97,0.194,0.3233,111
Istari v2 Semantic,medical device manufacturers,500,0.8868,0.87,0.435,0.58,320
Istari v2 Semantic,medical device manufacturers,816,0.7904,0.7574,0.618,0.6806,556
Istari v2 Semantic,telecommunications companies,10,0.9882,1.0,0.0166,0.0327,3
Istari v2 Semantic,telecommunications companies,30,0.9867,0.9667,0.0482,0.0918,9
Istari v2 Semantic,telecommunications companies,50,0.9882,0.94,0.0781,0.1442,23
Istari v2 Semantic,telecommunications companies,100,0.966,0.89,0.1478,0.2536,43
Istari v2 Semantic,telecommunications companies,200,0.8791,0.71,0.2359,0.3541,87
Istari v2 Semantic,telecommunications companies,500,0.6854,0.494,0.4103,0.4483,220
Istari v2 Semantic,telecommunications companies,816,0.6015,0.4081,0.5532,0.4697,405
Istari v2 Semantic,internet service providers,10,0.9854,1.0,0.01,0.0198,1
Istari v2 Semantic,internet service providers,30,0.9868,1.0,0.03,0.0583,10
Istari v2 Semantic,internet service providers,50,0.9842,1.0,0.05,0.0952,13
Istari v2 Semantic,internet service providers,100,0.9837,1.0,0.1,0.1818,18
Istari v2 Semantic,internet service providers,200,0.9855,0.995,0.199,0.3317,60
Istari v2 Semantic,internet service providers,500,0.8713,0.85,0.425,0.5667,326
Istari v2 Semantic,internet service providers,816,0.746,0.7047,0.575,0.6333,525
Istari v2 Semantic,manufacturing automation companies,10,0.9963,1.0,0.01,0.0198,6
Istari v2 Semantic,manufacturing automation companies,30,0.9932,1.0,0.03,0.0583,14
Istari v2 Semantic,manufacturing automation companies,50,0.9928,1.0,0.05,0.0952,21
Istari v2 Semantic,manufacturing automation companies,100,0.942,0.93,0.093,0.1691,43
Istari v2 Semantic,manufacturing automation companies,200,0.9159,0.905,0.181,0.3017,93
Istari v2 Semantic,manufacturing automation companies,500,0.7748,0.74,0.37,0.4933,252
Istari v2 Semantic,manufacturing automation companies,816,0.6685,0.6238,0.509,0.5606,451
Istari v2 Semantic,robotics companies,10,0.9836,1.0,0.068,0.1274,2
Istari v2 Semantic,robotics companies,30,0.9875,0.8667,0.1769,0.2938,15
Istari v2 Semantic,robotics companies,50,0.9869,0.74,0.2517,0.3756,21
Istari v2 Semantic,robotics companies,100,0.9346,0.53,0.3605,0.4291,38
Istari v2 Semantic,robotics companies,200,0.8481,0.37,0.5034,0.4265,82
Istari v2 Semantic,robotics companies,500,0.7057,0.192,0.6531,0.2968,230
Istari v2 Semantic,robotics companies,816,0.6235,0.1397,0.7755,0.2368,414
Istari v2 Semantic,3D printing companies,10,0.9881,1.0,0.01,0.0198,2
Istari v2 Semantic,3D printing companies,30,0.9867,1.0,0.03,0.0583,7
Istari v2 Semantic,3D printing companies,50,0.987,1.0,0.05,0.0952,17
Istari v2 Semantic,3D printing companies,100,0.958,0.96,0.096,0.1745,38
Istari v2 Semantic,3D printing companies,200,0.929,0.925,0.185,0.3083,84
Istari v2 Semantic,3D printing companies,500,0.7873,0.758,0.379,0.5053,242
Istari v2 Semantic,3D printing companies,816,0.7128,0.6777,0.553,0.609,479
Istari v2 Semantic,packaging companies,10,0.9968,1.0,0.01,0.0198,3
Istari v2 Semantic,packaging companies,30,0.922,0.9,0.027,0.0524,11
Istari v2 Semantic,packaging companies,50,0.927,0.92,0.046,0.0876,14
Istari v2 Semantic,packaging companies,100,0.8465,0.82,0.082,0.1491,26
Istari v2 Semantic,packaging companies,200,0.7449,0.705,0.141,0.235,61
Istari v2 Semantic,packaging companies,500,0.5922,0.546,0.273,0.364,180
Istari v2 Semantic,packaging companies,816,0.5001,0.4522,0.369,0.4064,328
Istari v2 Semantic,food processing companies,10,0.9928,1.0,0.01,0.0198,2
Istari v2 Semantic,food processing companies,30,0.994,1.0,0.03,0.0583,21
Istari v2 Semantic,food processing companies,50,0.994,1.0,0.05,0.0952,31
Istari v2 Semantic,food processing companies,100,0.9924,1.0,0.1,0.1818,55
