method,query,k,ndcg,precision,recall,f1,overlap
Our MiniLM (98K),wealth management firms,816,0.7886,0.7721,0.63,0.6938,506
Our MiniLM (98K),commercial real estate brokers,10,0.9572,1.0,0.01,0.0198,0
Our MiniLM (98K),commercial real estate brokers,30,0.8943,0.9,0.027,0.0524,0
Our MiniLM (98K),commercial real estate brokers,50,0.8902,0.9,0.045,0.0857,3
Our MiniLM (98K),commercial real estate brokers,100,0.8275,0.82,0.082,0.1491,17
Our MiniLM (98K),commercial real estate brokers,200,0.7296,0.705,0.141,0.235,46
Our MiniLM (98K),commercial real estate brokers,500,0.6805,0.66,0.33,0.44,210
Our MiniLM (98K),commercial real estate brokers,816,0.6285,0.6017,0.491,0.5407,430
Our MiniLM (98K),residential real estate brokers,10,0.9656,1.0,0.01,0.0198,0
Our MiniLM (98K),residential real estate brokers,30,0.9657,1.0,0.03,0.0583,0
Our MiniLM (98K),residential real estate brokers,50,0.956,0.98,0.049,0.0933,1
Our MiniLM (98K),residential real estate brokers,100,0.9353,0.95,0.095,0.1727,7
Our MiniLM (98K),residential real estate brokers,200,0.9174,0.925,0.185,0.3083,38
Our MiniLM (98K),residential real estate brokers,500,0.8637,0.856,0.428,0.5707,244
Our MiniLM (98K),residential real estate brokers,816,0.7774,0.7525,0.614,0.6762,527
Our MiniLM (98K),construction equipment manufacturers,10,0.969,1.0,0.01,0.0198,1
Our MiniLM (98K),construction equipment manufacturers,30,0.9725,1.0,0.03,0.0583,3
Our MiniLM (98K),construction equipment manufacturers,50,0.9596,0.98,0.049,0.0933,4
Our MiniLM (98K),construction equipment manufacturers,100,0.9227,0.93,0.093,0.1691,26
Our MiniLM (98K),construction equipment manufacturers,200,0.8492,0.835,0.167,0.2783,67
Our MiniLM (98K),construction equipment manufacturers,500,0.7075,0.674,0.337,0.4493,200
Our MiniLM (98K),construction equipment manufacturers,816,0.6146,0.5723,0.467,0.5143,389
Our MiniLM (98K),building materials suppliers,10,0.9571,1.0,0.01,0.0198,1
Our MiniLM (98K),building materials suppliers,30,0.9647,1.0,0.03,0.0583,2
Our MiniLM (98K),building materials suppliers,50,0.9684,1.0,0.05,0.0952,5
Our MiniLM (98K),building materials suppliers,100,0.9731,1.0,0.1,0.1818,16
Our MiniLM (98K),building materials suppliers,200,0.9751,0.995,0.199,0.3317,50
Our MiniLM (98K),building materials suppliers,500,0.9537,0.958,0.479,0.6387,246
Our MiniLM (98K),building materials suppliers,816,0.8941,0.8811,0.719,0.7919,593
Our MiniLM (98K),renewable energy project developers,10,0.8756,0.9,0.009,0.0178,0
Our MiniLM (98K),renewable energy project developers,30,0.9215,0.9667,0.029,0.0563,2
Our MiniLM (98K),renewable energy project developers,50,0.9214,0.96,0.048,0.0914,4
Our MiniLM (98K),renewable energy project developers,100,0.9134,0.94,0.094,0.1709,12
Our MiniLM (98K),renewable energy project developers,200,0.8931,0.905,0.181,0.3017,46
Our MiniLM (98K),renewable energy project developers,500,0.8318,0.824,0.412,0.5493,236
Our MiniLM (98K),renewable energy project developers,816,0.7795,0.761,0.621,0.6839,521
Our MiniLM (98K),sustainable agriculture companies,10,0.8374,0.1,0.0161,0.0278,0
Our MiniLM (98K),sustainable agriculture companies,30,0.8575,0.2333,0.1129,0.1522,3
Our MiniLM (98K),sustainable agriculture companies,50,0.8235,0.18,0.1452,0.1607,8
Our MiniLM (98K),sustainable agriculture companies,100,0.8306,0.11,0.1774,0.1358,18
Our MiniLM (98K),sustainable agriculture companies,200,0.7861,0.105,0.3387,0.1603,48
Our MiniLM (98K),sustainable agriculture companies,500,0.7145,0.084,0.6774,0.1495,199
Our MiniLM (98K),sustainable agriculture companies,816,0.6594,0.0564,0.7419,0.1048,443
Our MiniLM (98K),vertical farming companies,10,0.9468,0.4,0.04,0.0727,0
Our MiniLM (98K),vertical farming companies,30,0.9561,0.3667,0.11,0.1692,5
Our MiniLM (98K),vertical farming companies,50,0.9467,0.4,0.2,0.2667,13
Our MiniLM (98K),vertical farming companies,100,0.896,0.35,0.35,0.35,35
Our MiniLM (98K),vertical farming companies,200,0.7878,0.26,0.52,0.3467,88
Our MiniLM (98K),vertical farming companies,500,0.5572,0.144,0.72,0.24,192
Our MiniLM (98K),vertical farming companies,816,0.4732,0.0968,0.79,0.1725,303
Our MiniLM (98K),precision agriculture technology providers,10,0.9556,1.0,0.0202,0.0397,1
Our MiniLM (98K),precision agriculture technology providers,30,0.9555,0.9,0.0547,0.1031,4
Our MiniLM (98K),precision agriculture technology providers,50,0.958,0.86,0.087,0.1581,9
Our MiniLM (98K),precision agriculture technology providers,100,0.9639,0.84,0.17,0.2828,30
Our MiniLM (98K),precision agriculture technology providers,200,0.9663,0.78,0.3158,0.4496,84
Our MiniLM (98K),precision agriculture technology providers,500,0.9436,0.658,0.666,0.662,331
Our MiniLM (98K),precision agriculture technology providers,816,0.8592,0.5086,0.8401,0.6336,595
Our MiniLM (98K),alternative protein manufacturers,10,0.9295,0.3,0.0732,0.1176,0
Our MiniLM (98K),alternative protein manufacturers,30,0.9448,0.2,0.1463,0.169,3
Our MiniLM (98K),alternative protein manufacturers,50,0.9273,0.2,0.2439,0.2198,11
Our MiniLM (98K),alternative protein manufacturers,100,0.9338,0.18,0.439,0.2553,27
Our MiniLM (98K),alternative protein manufacturers,200,0.9242,0.12,0.5854,0.1992,73
Our MiniLM (98K),alternative protein manufacturers,500,0.8615,0.064,0.7805,0.1183,251
Our MiniLM (98K),alternative protein manufacturers,816,0.7504,0.0417,0.8293,0.0793,508
